id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,days_since_last_review
44281912,Byward Market Belle- 2 bdrm apart near everything!,32379031,Johanne Gabrielle,,Rideau-Vanier,45.43218,-75.69521,Entire home/apt,145.0,30.0,218,2024-07-02,3.88,1.0,80.0,20,Licensed,412.0
44287925,Swimming with the Elephants-OttawaPoolStaycations,121880210,Tiffany,,College,45.34178,-75.74291,Entire home/apt,243.0,28.0,29,2024-03-12,0.52,4.0,364.0,1,Licensed,524.0
44432274,COZY & LUXURY MASTERBEDROOM WITH ENSUITE BATHROOM,187592779,Wei,,Knoxdale-Merivale,45.35111,-75.70845,Private room,37.0,30.0,9,2024-06-30,0.22,6.0,321.0,3,Licensed,414.0
44498061,Spacious Glebe 1-bedroom plus den,36825846,Catherine,,Capital,45.40308,-75.69891,Entire home/apt,100.0,3.0,42,2024-10-10,1.26,1.0,0.0,11,Licensed,312.0
44555656,Centrally located walk to restaurants and cafes,36571261,Lianna,,Somerset,45.408,-75.70998,Private room,129.0,2.0,103,2025-02-20,1.87,2.0,165.0,42,Exempt,179.0
44568855,Exquisite Kanata Home,105348979,Lindsay,,Kanata South,45.27829,-75.84017,Entire home/apt,100.0,2.0,152,2025-02-03,2.79,2.0,0.0,26,Licensed,196.0
44598654,Luxurious oasis single house,18189653,Anastasia,,Barrhaven,45.24326,-75.73505,Entire home/apt,235.0,31.0,11,2024-07-26,0.2,3.0,348.0,1,Licensed,388.0
44646389,2 Bdrm Basement Apt - Perfect for long stays,52810809,Natalie,,College,45.347027,-75.739586,Entire home/apt,108.0,2.0,220,2025-02-23,5.19,13.0,165.0,39,Licensed,176.0
44684310,Great room,323584939,Joyce,,Knoxdale-Merivale,45.35203,-75.72788,Private room,76.0,30.0,3,2020-09-07,0.05,1.0,365.0,0,Licensed,1806.0
44738092,Townhouse-Brittanic Rd Kanata 31-day min booking,362158635,Jindra,,Stittsville-Kanata West,45.26817,-75.88218,Entire home/apt,100.0,31.0,6,2024-12-09,0.11,1.0,179.0,2,Licensed,252.0
44900012,Elegant 1BR with Stunning Views near ByWard Market,38459934,Vladimir,,Somerset,45.41926,-75.70009,Entire home/apt,100.0,30.0,1,2025-02-18,1.0,12.0,250.0,1,Licensed,181.0
45075938,ROOM NUMBER 2,325965874,Amir,,Knoxdale-Merivale,45.363789,-75.719658,Private room,44.0,2.0,111,2025-01-25,2.03,6.0,86.0,28,Licensed,205.0
45076007,ROOM NUMBER 3,325965874,Amir,,Knoxdale-Merivale,45.36453,-75.71903,Private room,48.0,2.0,113,2025-02-25,2.05,6.0,89.0,11,Licensed,174.0
45140268,"Clean, renovated room with kitchen in southgate rd",364541518,Amin,,Gloucester-Southgate,45.35938,-75.65231,Private room,39.0,1.0,108,2025-01-26,1.96,12.0,180.0,13,Licensed,204.0
45153900,Overbrook 2A- 30 minutes walk to Ottawa University,1959431,Paul,,Rideau-Rockcliffe,45.42566,-75.65826,Private room,35.0,30.0,1,2020-11-01,0.02,11.0,1.0,0,Licensed,1751.0
45166164,Basement all inclusive studio,137702868,Parni,,Barrhaven,45.27589,-75.77007,Private room,82.0,4.0,50,2024-07-09,0.91,1.0,0.0,6,Licensed,405.0
45175363,"Clean,big,new renovated room 6min to airport.",364541518,Amin,,Gloucester-Southgate,45.35983,-75.65181,Private room,39.0,1.0,79,2025-02-09,1.44,12.0,164.0,12,Licensed,190.0
45176746,"Clean, clean clean room with kitchen in rd",364541518,Amin,,Gloucester-Southgate,45.35958,-75.65232,Private room,36.0,1.0,75,2025-01-04,1.36,12.0,161.0,8,Licensed,226.0
45176860,"Clean, new renovated room 8min to the airport.",364541518,Amin,,Gloucester-Southgate,45.35852,-75.65158,Private room,60.0,1.0,69,2024-11-14,1.25,12.0,151.0,7,Licensed,277.0
45194282,Victorian Room Across UOttawa 10min WalkParliament,146743514,Carlos,,Rideau-Vanier,45.42268,-75.67884,Private room,74.0,30.0,7,2022-10-02,0.13,22.0,365.0,0,Exempt,1051.0
45194485,Across Uottawa Room 10min Walk Parliament/Downtown,146743514,Carlos,,Rideau-Vanier,45.42221,-75.67909,Private room,100.0,13.0,2,2023-05-15,0.05,22.0,365.0,0,Exempt,826.0
45198554,Penthouse in the Byward Market,63054768,Jean-Francois,,Rideau-Vanier,45.42989,-75.68865,Entire home/apt,165.0,120.0,1,2022-11-11,0.04,2.0,357.0,0,Licensed,1011.0
45202463,Little Brick House-2 Bedroom Private Home,34395919,Hana,,Rideau-Vanier,45.44014,-75.66713,Entire home/apt,246.0,2.0,197,2025-02-23,3.59,1.0,244.0,53,Licensed,176.0
45228088,Room Across UOttawa  Steps TO  Downtown Ottawa,146743514,Carlos,,Rideau-Vanier,45.42228,-75.679,Private room,64.0,30.0,11,2022-09-25,0.21,22.0,0.0,0,Exempt,1058.0
45302445,Victorian Room  3Min Walk To UOttawa Train Station,146743514,Carlos,,Rideau-Vanier,45.4239,-75.67906,Private room,53.0,30.0,2,2022-07-10,0.04,22.0,365.0,0,Licensed,1135.0
45407305,"Serene, updated 1 bed downtown Ottawa",109726562,Tara,,Somerset,45.40973,-75.69811,Entire home/apt,99.0,30.0,30,2024-08-31,0.55,2.0,209.0,1,Licensed,352.0
45439201,Bright & Convenient Walkable Glebe Free Parking!,40935528,Christine,,Capital,45.40093,-75.68889,Entire home/apt,100.0,30.0,27,2024-09-23,0.51,2.0,15.0,3,Licensed,329.0
45507394,Cozy Room in Quiet Corner of Big Nepean LakeHouse,368331813,Josephine,,Barrhaven,45.25367,-75.74217,Private room,35.0,2.0,16,2025-02-10,0.3,3.0,76.0,2,Licensed,189.0
45582916,Stylish living near Ottawa River and Cyclist Path,2697550,Alex,,Rideau-Vanier,45.43022,-75.66286,Entire home/apt,106.0,60.0,2,2024-12-31,0.04,3.0,0.0,1,Licensed,230.0
45610710,Large Cozy Bedroom & Office in Barrhaven LakeHouse,368331813,Josephine,,Barrhaven,45.2542,-75.74196,Private room,37.0,2.0,17,2024-07-06,0.32,3.0,68.0,4,Licensed,408.0
45653265,NRC 2A: Quiet room & private washroom,1959431,Paul,,Beacon Hill-Cyrville,45.43755,-75.62169,Private room,26.0,30.0,1,2023-01-01,0.04,11.0,174.0,0,Licensed,960.0
45657163,Bright newly-renovated apartment,72726543,Lisa,,Kitchissippi,45.39534,-75.72895,Entire home/apt,120.0,5.0,40,2025-03-07,0.78,3.0,134.0,6,Licensed,164.0
45683781,Beautiful One Bedroom - Minutes from Downtown!,368708973,Benjamin,,Somerset,45.40868759,-75.71266174,Entire home/apt,100.0,30.0,20,2024-07-31,0.39,5.0,270.0,1,Licensed,383.0
45698033,Ottawa ideal pied-a-terre,3584835,Mélanye,,Rideau-Rockcliffe,45.42509,-75.65619,Entire home/apt,90.0,30.0,18,2025-01-31,0.35,1.0,258.0,5,Licensed,199.0
45698986,Twin Balcony,342131389,Angjelo,,Rideau-Vanier,45.42943,-75.69015,Private room,118.0,30.0,30,2024-03-09,0.57,9.0,207.0,0,Exempt,527.0
45764090,Spacious One Bedroom in the Heart of Ottawa,368708973,Benjamin,,Somerset,45.40874481,-75.71266174,Entire home/apt,100.0,30.0,33,2025-01-19,0.63,5.0,248.0,2,Licensed,211.0
45764326,Central and Stylish One Bedroom with Parking!,368708973,Benjamin,,Somerset,45.40868759,-75.71266174,Entire home/apt,100.0,30.0,34,2024-07-06,0.64,5.0,0.0,1,Licensed,408.0
45770786,The Hideaway: quiet & private guest apartment,12929693,Linda,,Somerset,45.41494,-75.68704,Entire home/apt,125.0,30.0,62,2024-12-21,1.18,3.0,132.0,4,Licensed,240.0
45786285,2 Bedroom Basement apt mins from Downtown/La Cité,114722218,Stacie,,Rideau-Rockcliffe,45.4425,-75.62671,Entire home/apt,100.0,2.0,145,2025-03-08,2.72,3.0,0.0,47,Licensed,163.0
45831387,Neat Basement Apartment in the South End,345114048,Merry,,Gloucester-Southgate,45.36167,-75.63414,Entire home/apt,100.0,30.0,2,2021-11-30,0.04,1.0,364.0,0,Licensed,1357.0
45856453,Cozy and Large Room in Barrhaven House Ottawa,368331813,Josephine,,Barrhaven,45.25301,-75.74141,Private room,54.0,30.0,18,2024-08-25,0.34,3.0,88.0,5,Licensed,358.0
45861734,Excellent Apartment Downtown,67179584,Ike,,Rideau-Vanier,45.44067,-75.66407,Entire home/apt,100.0,30.0,19,2025-01-03,0.37,5.0,0.0,9,Licensed,227.0
45990050,"Full apartment, ideal for longer term visits",372806115,Julia,,Capital,45.4148,-75.67016,Entire home/apt,152.0,30.0,4,2022-01-04,0.08,1.0,173.0,0,Licensed,1322.0
46034768,Heart Of Barrhaven- Updated Private Guest Suite,147189902,Sharmilee,,Barrhaven,45.25425,-75.74071,Entire home/apt,150.0,30.0,44,2021-11-10,0.83,2.0,365.0,0,Licensed,1377.0
46054829,Vanier 2B:,1959431,Paul,,Rideau-Vanier,45.44301,-75.65959,Private room,100.0,31.0,0,,,11.0,0.0,0,Licensed,
46225199,Spacious 4BR Orleans Home w/ Separate In-Law Suite,379979184,Amaury,,Orleans,45.4691,-75.51027,Entire home/apt,100.0,30.0,8,2023-05-31,0.15,2.0,0.0,0,Licensed,810.0
46263278,Villy's Clean Quiet and Friendly Escape,69290094,Villy,,Rideau-Rockcliffe,45.45382,-75.65395,Private room,100.0,30.0,11,2022-02-06,0.21,1.0,0.0,0,Licensed,1289.0
46448890,Stylish east downtown house with easy river access,15420982,Rodney,,Rideau-Rockcliffe,45.42276,-75.66553,Entire home/apt,132.0,1.0,8,2021-07-29,0.16,1.0,236.0,0,Licensed,1481.0
46475247,"Unique comfortable loft, enjoy the Rideau Canal!",318541362,Katie,,Rideau-Vanier,45.42564,-75.67627,Entire home/apt,140.0,30.0,79,2025-03-01,1.51,2.0,172.0,5,Licensed,170.0
46545755,Designer's Luxurious Pied a Terre,12929693,Linda,,Somerset,45.41513,-75.68718,Entire home/apt,170.0,30.0,47,2025-01-04,1.09,3.0,90.0,8,Licensed,226.0
46548597,"Modern, Beautiful & Central (1 BR + 1 BTH Condo)",91661178,María José,,Beacon Hill-Cyrville,45.42523,-75.62598,Entire home/apt,136.0,30.0,17,2024-02-02,0.33,1.0,277.0,0,Licensed,563.0
46576215,Modern new townhouse close to downtown Ottawa!,27292653,Melanie,,Rideau-Rockcliffe,45.45256,-75.62801,Entire home/apt,192.0,3.0,61,2025-02-17,1.38,1.0,327.0,15,Licensed,182.0
46584509,Cozy crash pad (NOT A DAYTIME OFFICE),276082277,Julia,,Knoxdale-Merivale,45.33033,-75.76134,Private room,30.0,30.0,33,2022-05-10,0.63,3.0,363.0,0,Licensed,1196.0
46603361,Cozy & Central Condo in Historical ByWard Market,230715420,Jihad,,Rideau-Vanier,45.4296875,-75.688591,Entire home/apt,168.0,30.0,0,,,1.0,0.0,0,Licensed,
46623333,West Centretown two bedrooms unit!,85317954,Marilyn,,Somerset,45.40759,-75.70553,Entire home/apt,85.0,30.0,58,2024-02-27,1.13,1.0,365.0,0,Licensed,538.0
46624233,Beautifull House in Nice neighborhood,250684929,Junot,,Gloucester-South Nepean,45.26973,-75.73366,Private room,237.0,30.0,6,2021-01-24,0.12,2.0,180.0,0,Licensed,1667.0
46626432,"THE LODGE - Ottawa's 12,000sqft Waterfront Mansion",254619986,Cory,,Gloucester-South Nepean,45.26076,-75.70944,Entire home/apt,100.0,2.0,17,2023-09-10,0.37,2.0,362.0,0,Licensed,708.0
46646767,Ottawa Pool Staycation-Trendy Turtle,121880210,Tiffany,,Knoxdale-Merivale,45.32619,-75.76664,Entire home/apt,100.0,31.0,18,2022-07-02,0.41,4.0,0.0,0,Licensed,1143.0
46659077,"Carnegie Home - Clean, Modern, Private Apartment",9103610,Ryan,,Alta Vista,45.38971,-75.62212,Entire home/apt,72.0,2.0,135,2025-03-09,2.62,1.0,54.0,41,Licensed,162.0
46736573,Spacious 6 bed apartment near downtown w/ parking,364395881,Hoa,,River,45.38251,-75.73465,Entire home/apt,156.0,30.0,57,2024-08-20,1.15,3.0,365.0,8,Licensed,363.0
46802119,"Luxury Room-Ex large, parking, Qn bed, discounts",94884871,Lourdu,,Kitchissippi,45.39381,-75.73009,Private room,100.0,30.0,4,2024-11-30,0.08,5.0,1.0,2,Licensed,261.0
46837462,3 bed Town home available for 1 or 2 months.,375654950,Muhammad,,Osgoode,45.32792,-75.59133,Entire home/apt,100.0,30.0,0,,,1.0,365.0,0,Licensed,
46857561,Brand New Spacious Executive 2 BDRM with Parking,7354245,Lisa,,Knoxdale-Merivale,45.3415,-75.70007,Entire home/apt,134.0,30.0,7,2025-01-15,0.19,20.0,314.0,2,Exempt,215.0
46915965,Room Number 1,325965874,Amir,,Knoxdale-Merivale,45.36312,-75.71834,Private room,51.0,2.0,100,2025-02-15,1.94,6.0,362.0,14,Licensed,184.0
46989226,1BR Retreat with Terrace near Canadian Tire Centre,38459934,Vladimir,,Kanata North,45.3176,-75.93237,Entire home/apt,100.0,30.0,3,2025-03-01,0.06,12.0,276.0,2,Licensed,170.0
47039337,Luxe 1BR with Private Terrace near Ottawa Hospital,38459934,Vladimir,,Kitchissippi,45.40042,-75.72784,Entire home/apt,100.0,30.0,2,2025-01-02,0.17,12.0,326.0,2,Licensed,228.0
47093329,Downtown 2BR Gem with Balcony and Skyline Views,38459934,Vladimir,,Somerset,45.419914,-75.698967,Entire home/apt,100.0,30.0,3,2025-02-28,0.55,12.0,293.0,3,Licensed,171.0
47094630,Private Room & Bath with FREE Parking in Downtown,31796977,Kyle,,Rideau-Vanier,45.43273,-75.67667,Private room,89.0,1.0,194,2025-03-10,9.91,1.0,16.0,96,Licensed,161.0
47159617,"""Cozy ensuite master bedroom in Kanata South""!",380958634,Lola,,Kanata South,45.27518,-75.8649,Private room,95.0,2.0,11,2024-08-04,0.22,2.0,0.0,3,Licensed,379.0
47177526,Retreat surrounded by majestic trees along a river,94475629,Sylvie,,Rideau-Goulbourn,45.24163333,-75.80843966,Entire home/apt,188.0,2.0,98,2025-03-02,2.2,1.0,87.0,18,Licensed,169.0
47193450,Modest 1 bedroom apartment + parking near downtown,14807286,Sebastian,,Rideau-Rockcliffe,45.42924,-75.64778,Entire home/apt,85.0,30.0,6,2024-09-21,0.12,1.0,80.0,3,Licensed,331.0
47219752,"Entire 2 bedroom unit near NRC-Blair, clean, quiet",1959431,Paul,,Beacon Hill-Cyrville,45.43769,-75.62219,Entire home/apt,116.0,30.0,4,2023-06-09,0.08,11.0,1.0,0,Licensed,801.0
47338847,Charming modern barn style apartment,382217770,Aziz,,Rideau-Rockcliffe,45.45015,-75.63676,Entire home/apt,158.0,1.0,352,2025-02-24,7.16,1.0,266.0,77,Licensed,175.0
47341355,Sparkling clean room pvt. Bath& Fridge and Roku TV,207395364,Kambiz,,Stittsville-Kanata West,45.287,-75.93001,Private room,100.0,30.0,13,2022-10-21,0.27,1.0,0.0,0,Licensed,1032.0
47352665,BywardMarket Downtown Ottawa Gorgeous Apartment#3,266054606,Danielle,,Rideau-Vanier,45.43123,-75.69402,Entire home/apt,148.0,30.0,58,2025-01-26,1.16,5.0,0.0,7,Licensed,204.0
47358736,Beautiful Private Studio Stay Near Downtown Ottawa,143609567,Emily,,Beacon Hill-Cyrville,45.43127,-75.63788,Entire home/apt,100.0,2.0,118,2024-05-16,2.37,1.0,0.0,4,Licensed,459.0
47389242,Short term rental,90779543,Zed,,Gloucester-Southgate,45.37236,-75.65233,Private room,50.0,30.0,0,,,4.0,363.0,0,Licensed,
47411380,Cozy One Bedroom w/ Parking - Mins to Downtown!,368708973,Benjamin,,Kitchissippi,45.40346146,-75.73054504,Entire home/apt,112.0,2.0,77,2024-07-27,1.65,5.0,0.0,9,Licensed,387.0
47452338,Tiny Room 3Min Walk UOttawa Train Station DownTown,146743514,Carlos,,Rideau-Vanier,45.42332,-75.67867,Private room,51.0,30.0,6,2022-05-21,0.12,22.0,365.0,0,Exempt,1185.0
47455269,Close to everything,90779543,Zed,,Gloucester-Southgate,45.37262,-75.65094,Private room,29.0,30.0,1,2022-09-08,0.03,4.0,89.0,0,Licensed,1075.0
47518525,Charming 1 bedroom Apt in Ottawa Neighborhood,383534057,Odette,,Orleans,45.48508,-75.5159,Entire home/apt,85.0,2.0,114,2025-02-22,2.3,2.0,0.0,32,Licensed,177.0
47529408,Charming 1 BedR/Office/Parking - Mins to Algonquin,71494226,Bonnie,,College,45.34341,-75.74828,Entire home/apt,108.0,31.0,12,2025-01-24,0.25,1.0,322.0,4,Licensed,206.0
47540360,Chic Urban Retreat: Central Ottawa Comfort,105348979,Lindsay,,Capital,45.40318,-75.70159,Entire home/apt,154.0,2.0,178,2025-03-09,3.62,2.0,0.0,39,Licensed,162.0
47571169,Spacious Room 3Min Walk To UOTtawa Train/Downtown,146743514,Carlos,,Rideau-Vanier,45.4223,-75.67872,Private room,86.0,28.0,8,2023-09-30,0.17,22.0,365.0,0,Exempt,688.0
47576191,"Private apartment - Clean, quiet, and comfortable",89516011,Michael,,Somerset,45.41219,-75.70259,Entire home/apt,100.0,30.0,11,2024-11-11,0.28,1.0,0.0,4,Licensed,280.0
47578010,Bright basement apartment - close to Dows Lake,201306496,Anne,,Capital,45.39775,-75.6975,Entire home/apt,120.0,2.0,36,2024-08-09,0.75,1.0,224.0,4,Licensed,374.0
47585659,BywardMarket/Downtown Ottawa Gorgeous Apartment #4,266054606,Danielle,,Rideau-Vanier,45.43274,-75.69405,Entire home/apt,89.0,30.0,24,2024-05-17,0.48,5.0,86.0,1,Licensed,458.0
47716316,RiverBend Landing near Mooney’s Bay,3151275,Katherine,,River,45.35461,-75.7028,Entire home/apt,116.0,2.0,94,2025-03-07,3.53,1.0,61.0,31,Licensed,164.0
47717460,"""Private bedroom in a family house""",383534057,Odette,,Orleans,45.48523,-75.51675,Private room,65.0,2.0,76,2025-02-19,1.6,2.0,360.0,23,Licensed,180.0
47720636,Cozy and Spacious Netflix and Chill,128898200,Stella,,Capital,45.4081,-75.66345,Private room,220.0,30.0,5,2022-07-02,0.14,1.0,364.0,0,Licensed,1143.0
47780977,Very large room for your comfort,250684929,Junot,,Gloucester-South Nepean,45.2696,-75.73187,Private room,225.0,30.0,1,2021-01-24,0.02,2.0,365.0,0,Licensed,1667.0
47795735,COZY BASEMENT PRIVATE,155791470,Badri,,Gloucester-Southgate,45.36718,-75.63249,Private room,65.0,30.0,16,2022-03-18,0.32,5.0,134.0,0,Licensed,1249.0
47889732,"Skating on the Rideau Canal! Lovely, comfy suite!",318541362,Katie,,Rideau-Vanier,45.42643,-75.67699,Entire home/apt,167.0,30.0,57,2024-12-19,1.14,2.0,170.0,3,Licensed,242.0
47913017,Stylish Studio Escape near Suya Palace w/ Terrace,38459934,Vladimir,,Kitchissippi,45.40256,-75.72596,Entire home/apt,68.0,30.0,1,2025-02-26,1.0,12.0,245.0,1,Licensed,173.0
47979317,2 Bedroom Modern Home | Close to Airport/Downtown,289980772,"Shamas,Tabrez",,Osgoode,45.32622,-75.58728,Entire home/apt,223.0,1.0,8,2025-01-16,1.56,1.0,0.0,8,Licensed,214.0
48012003,BywardMarket/Downtown Ottawa Gorgeous Apartment #6,266054606,Danielle,,Rideau-Vanier,45.43245,-75.69473,Entire home/apt,101.0,30.0,31,2024-08-14,0.62,5.0,68.0,1,Licensed,369.0
48016129,Stunning 3 Bedroom Bungalow in Kanata,85297148,Genevieve,,Kanata South,45.29534,-75.88339,Entire home/apt,100.0,30.0,7,2024-05-31,0.14,36.0,161.0,3,Licensed,444.0
48039633,Tiny Room Across Uottawa 5min walk Downtown,146743514,Carlos,,Rideau-Vanier,45.42275,-75.67852,Private room,94.0,30.0,2,2023-10-31,0.06,22.0,365.0,0,Exempt,657.0
48133745,Modern & Private Downtown Getaway,368128583,Mathieu,,Rideau-Vanier,45.43495,-75.68884,Entire home/apt,144.0,3.0,159,2025-01-30,3.49,2.0,171.0,27,Licensed,200.0
48153506,"Top Floor,  bright, beautiful view of downtown.",49022691,Carol,,Somerset,45.41528,-75.69389,Entire home/apt,90.0,30.0,67,2024-09-25,1.37,3.0,42.0,3,Licensed,327.0
48156768,Private room and ensuite by the canal,265894547,Evelyne,,Capital,45.40421,-75.67541,Private room,100.0,1.0,326,2025-02-24,6.59,3.0,143.0,71,Licensed,175.0
48282735,Work remote in Luxury Furnished Smarthome,121926897,David,,River,45.34824,-75.66774,Private room,79.0,30.0,4,2021-05-24,0.08,1.0,90.0,0,Licensed,1547.0
48380396,"Maison entière détachée, très ensoleillée",77824302,Karine,,Rideau-Rockcliffe,45.42607,-75.6597,Entire home/apt,51.0,180.0,0,,,1.0,180.0,0,Licensed,
48447769,"Luxury | 3 beds, 3 Baths | Main Level Apt | Nepean",3989893,Simone,,College,45.35467,-75.77547,Entire home/apt,135.0,31.0,5,2024-11-01,0.12,5.0,0.0,1,Licensed,290.0
48465422,"Cosy basement apartment Orleans, 20 min to Ottawa",391135320,Bruno,,Cumberland,45.46196,-75.47578,Entire home/apt,113.0,3.0,42,2024-10-01,1.05,1.0,6.0,12,Licensed,321.0
48560241,"Luxury Home with HOT TUB, Gazebo & Outdoor Shower",391796996,Alden,,Gloucester-Southgate,45.37149,-75.62171,Entire home/apt,262.0,2.0,71,2024-09-29,1.52,1.0,68.0,11,Licensed,323.0
48630930,Home Away from Home w swimming pool,16029536,Korosh,,Beacon Hill-Cyrville,45.42303,-75.60592,Entire home/apt,241.0,2.0,127,2025-02-23,2.64,5.0,150.0,30,Licensed,176.0
48661104,The Park,99500083,Westhaven,,River,45.38224,-75.72607,Entire home/apt,90.0,30.0,77,2024-12-25,1.59,5.0,357.0,3,Licensed,236.0
48741604,Entire studio basement with separate entrance,393215165,Tamanna,,Orleans,45.47276,-75.50591,Entire home/apt,72.0,3.0,88,2025-02-18,1.84,1.0,320.0,23,Licensed,181.0
48770828,Cozy bedroom in Bungalow in Green Area.,47429279,Volodymyr,,College,45.32163,-75.81871,Private room,31.0,31.0,15,2022-02-06,0.31,1.0,89.0,0,Licensed,1289.0
48958917,Private guest suite w/ Extra Wide Parking,110086042,Marthusha,,Beacon Hill-Cyrville,45.42189,-75.61141,Entire home/apt,103.0,1.0,53,2025-03-01,1.12,1.0,0.0,6,Licensed,170.0
48961641,Fully Equipped Studio in Byward Market,52445814,Michaele,,Rideau-Vanier,45.42819,-75.68944,Entire home/apt,100.0,30.0,289,2024-08-30,6.05,2.0,0.0,42,Licensed,353.0
49015939,Room Across UOttawa University 3Min Walk Train,146743514,Carlos,,Rideau-Vanier,45.42362,-75.67835,Private room,86.0,30.0,8,2023-09-22,0.18,22.0,365.0,0,Licensed,696.0
49017287,Top Floor Corner Unit Overlooking Downtown Ottawa,49022691,Carol,,Somerset,45.41633,-75.69423,Entire home/apt,95.0,30.0,51,2024-11-15,1.09,3.0,120.0,1,Licensed,276.0
49121335,"5* Apartment, mins from Airport, EY Centre, Casino",153552308,Tracy,,Osgoode,45.29877,-75.62016,Entire home/apt,176.0,2.0,162,2025-02-02,3.42,1.0,325.0,27,Licensed,197.0
49438338,Newly Renovated - Boutique Stay in Downtown Ottawa,268328348,Jon,,Somerset,45.41341,-75.69922,Entire home/apt,117.0,30.0,6,2024-12-27,0.39,1.0,0.0,4,Licensed,234.0
49496421,Ideal for Longer Stays - 3 Bdrm Apt w Washer/Dryer,38489090,Michael,,College,45.34896,-75.73946,Entire home/apt,58.0,30.0,157,2023-02-16,3.38,3.0,363.0,0,Licensed,914.0
49727685,Victorian Room  3Min Walk UOttawa Train Station,146743514,Carlos,,Rideau-Vanier,45.42256,-75.68045,Private room,74.0,30.0,0,,,22.0,365.0,0,Exempt,
49886548,Luxury Two Bedroom Suite ★ Steps from Parliament ★,402300255,ReStays,,Somerset,45.422287,-75.697861,Private room,100.0,3.0,40,2024-08-15,1.05,4.0,0.0,14,Exempt,368.0
49898970,Newly Renovated 2 BDRM with Parking,7354245,Lisa,,Bay,45.3617,-75.78557,Entire home/apt,95.0,30.0,13,2025-01-10,0.3,20.0,304.0,3,Licensed,220.0
49950079,5-STAR Waterfront Summer Getaway | Ottawa 20min,194903866,Luiza,,Rideau-Goulbourn,45.13668,-75.63916,Entire home/apt,225.0,2.0,88,2025-01-04,2.19,1.0,18.0,4,Licensed,226.0
50034607,Charming downtown heritage home,8921517,Caroline,,Rideau-Vanier,45.4355,-75.69475,Entire home/apt,120.0,30.0,71,2025-01-24,1.55,1.0,220.0,4,Licensed,206.0
50042658,Beautiful Modern 3BD Main Floor Suite,5633517,Natalie,,River,45.36961,-75.70788,Entire home/apt,225.0,30.0,16,2024-06-07,0.36,1.0,131.0,1,Licensed,437.0
50084906,Beautiful & Bright Guest Suite in Westboro,57131174,Renee,,Kitchissippi,45.39919,-75.7437,Entire home/apt,99.0,4.0,68,2024-12-24,1.5,1.0,70.0,8,Licensed,237.0
50258990,Charming Cabin on the Heritage World Rideau River,76448976,Janet,,Rideau-Goulbourn,45.0187,-75.7338,Entire home/apt,150.0,30.0,1,2021-07-25,0.02,1.0,179.0,0,Licensed,1485.0
50267959,Spacious Private Room - 2 beds,160373253,Fiodor,,Gloucester-Southgate,45.37826005,-75.64089542,Private room,100.0,1.0,129,2025-01-15,2.85,4.0,0.0,60,Licensed,215.0
50459494,Well located entire luxury 2 bedroom parking wi-fi,287812491,Hesameddin,,Kitchissippi,45.40372,-75.72688,Entire home/apt,152.0,30.0,76,2023-04-11,1.69,2.0,224.0,0,Licensed,860.0
50490365,Luxury in the Heart of the Glebe & Rideau Canal,1858115,Judy,,Capital,45.39659,-75.6853,Entire home/apt,100.0,60.0,3,2024-03-31,0.07,1.0,0.0,1,Licensed,505.0
50549838,Lovely brand new 1-bedroom condo styled complex,86603239,Alysha,,Rideau-Vanier,45.43415,-75.67088,Entire home/apt,85.0,30.0,10,2023-10-02,0.22,1.0,69.0,0,Licensed,686.0
50743941,Reg’s Place,191883586,Reg,,Bay,45.3587532,-75.7890625,Entire home/apt,120.0,4.0,142,2025-03-07,3.2,1.0,0.0,38,Licensed,164.0
50788134,103 Acre Woods Marlborough Forest The Cedars,96405442,Meg,,Rideau-Goulbourn,45.01358,-75.83895,Entire home/apt,54.0,30.0,4,2021-10-10,0.09,2.0,359.0,0,Licensed,1408.0
50788878,103 Acre Woods Marlborough Forest 103 Paces,96405442,Meg,,Rideau-Goulbourn,45.01226,-75.84083,Entire home/apt,47.0,30.0,11,2022-06-30,0.25,2.0,365.0,0,Licensed,1145.0
50847299,"Luxury, Newly Renovated 5 min walk to Parliament",4726491,Majella,,Rideau-Vanier,45.43122,-75.69665,Entire home/apt,100.0,30.0,41,2024-12-14,0.92,1.0,276.0,4,Licensed,247.0
50899687,Nepean | Modern | Lower unit | Sleeps 6,3989893,Simone,,College,45.35344,-75.77544,Entire home/apt,116.0,31.0,7,2024-08-26,0.16,5.0,0.0,2,Licensed,357.0
50901248,"Luxury 3 beds, 3 baths bsmt apt in Nepean",3989893,Simone,,College,45.35451,-75.77584,Entire home/apt,100.0,31.0,7,2025-01-27,0.17,5.0,4.0,4,Licensed,203.0
50960634,Executive  Apartment with a private Balcony,201382136,Esther,,Somerset,45.41041,-75.69488,Entire home/apt,148.0,30.0,45,2023-11-09,1.02,1.0,268.0,0,Exempt,648.0
51161401,Tiny Tiny Room 3Min Walk UOttawa Train Station,146743514,Carlos,,Rideau-Vanier,45.42324,-75.68,Private room,49.0,30.0,5,2022-09-16,0.12,22.0,365.0,0,Exempt,1067.0
51209256,Cozy and comfy one bedroom with parking,7354245,Lisa,,Rideau-Rockcliffe,45.42604,-75.65634,Entire home/apt,127.0,30.0,7,2024-08-31,0.16,20.0,162.0,1,Licensed,352.0
